14,82,977,372.07
14,518,979,479.86
14,685,916,11.69
14,432,1279,217.79
14,1950,408,51.33
14,331,4817,35.28
14,4,2935,36.82
14,1402,3646,154.44
14,1766,174,223.23
17,1442,4164,31.64
17,1364,4443,239.05
17,855,1124,305.12
17,524,1532,358.50
17,1359,1200,102.33
17,1134,4048,183.93
17,1998,4171,240.72
17,1841,1912,86.89
17,398,4845,344.26
17,1829,2426,494.98
17,328,3497,29.86
17,1350,2205,81.20
17,1037,4177,175.67
17,245,4563,128.15
17,630,2182,305.56
17,220,2250,340.22
17,1628,4432,6.60
17,860,4629,348.52
17,137,3777,460.72
17,1294,280,447.65
17,67,544,469.39
17,709,304,332.45
17,1571,889,198.84
17,762,3857,128.19
17,951,3565,287.88
17,456,2166,6.58
17,506,1984,379.10
17,193,158,171.94
17,679,940,23.69
17,1770,2833,143.17
17,1576,4608,122.97
17,1448,3179,488.61
17,478,2929,180.78
17,1293,91,147.86
17,617,4251,183.75
17,1203,1830,484.81
17,906,54,437.79
17,154,3443,67.91
17,950,3008,158.49
17,1993,1155,383.53
17,1681,4893,424.83
17,587,2283,41.00
17,553,3620,304.24
17,1731,2468,357.42
17,1019,1173,81.30
17,604,3778,114.81
17,1473,2969,229.48
17,981,4032,363.86
17,1360,3310,290.53
17,550,1618,16.51
17,447,160,446.89
17,1986,4211,290.53
17,197,1977,395.84
17,643,812,363.05
17,1805,3559,84.57
17,1828,4782,32.33
17,610,4889,359.20
17,1825,4106,228.67
17,1185,3879,453.62
17,1751,4236,464.71
17,229,2054,309.96
17,412,3560,0.04
17,734,377,253.41
17,284,1465,159.59
17,1583,1852,25.53
17,582,3823,96.70
17,1945,4825,493.81
17,146,2067,42.92
17,921,332,66.01
17,289,208,205.86
17,1312,3093,213.40
17,117,623,1.27
17,33,1666,7.91
17,351,4657,386.00
17,1940,935,421.86
17,1260,4310,270.78
17,821,1168,50.24
17,131,2405,60.77
17,1769,1205,332.25
17,728,2830,447.38
17,104,898,143.88
17,986,4904,500.23
17,1199,608,51.60
17,1179,3850,437.50
17,1263,4416,321.10
17,671,4028,11.35
17,1048,4207,467.57
17,741,605,409.14
17,157,4652,441.32
18,1994,2992,68.83
18,1560,811,266.83
18,1537,942,330.44
18,50,2513,58.19
18,583,3960,142.02
18,976,98,21.05
18,1898,1414,105.87
18,1643,2350,132.71
18,733,2903,161.46
18,1423,2664,480.72
18,931,2529,465.05
18,1578,3550,433.95
18,908,1175,492.89
18,1134,763,311.83
18,1383,1188,253.91
18,1593,2092,329.58
18,1221,1609,327.55
18,1169,4454,190.68
18,200,3631,91.26
18,1972,1918,192.75
18,839,1554,149.01
18,1141,2221,70.19
18,1099,4165,138.42
18,502,480,172.47
18,634,2229,367.11
18,149,1469,173.99
18,302,4750,317.04
18,1626,4294,21.34
18,557,4956,83.19
18,872,1034,298.37
18,1866,385,184.50
18,1532,498,280.16
18,26,2707,150.14
18,182,455,244.93
18,708,3316,122.06
18,919,837,157.22
18,1953,4533,438.66
18,861,3311,373.09
18,271,4782,154.51
18,1779,3216,427.42
18,1153,2650,153.53
18,1305,1195,55.12
18,145,3281,287.61
18,421,3238,242.43
18,1536,985,430.43
18,204,148,63.61
18,114,1549,59.89
18,1359,1417,254.54
18,1998,1565,19.38
18,926,1497,171.94
18,1728,2568,351.19
18,945,4595,470.21
18,440,1159,320.72
18,116,1052,192.81
18,1395,1445,44.08
18,464,536,413.10
18,1939,995,101.95
18,3,1385,113.07
18,1482,2191,197.01
18,758,377,50.50
18,1283,1691,284.66
18,1403,2923,148.57
20,1670,3610,471.62
20,649,3774,403.74
20,945,4762,365.86
20,1016,3944,111.54
20,987,4286,42.47
20,1447,3631,112.33
20,1418,3105,299.99
20,1079,2953,85.55
20,17,4056,98.45
20,1312,4078,58.08
20,612,4074,420.89
20,948,1732,14.67
20,694,2076,231.96
20,1093,1249,346.25
20,266,575,60.63
20,193,960,203.32
20,1644,4550,106.82
20,270,4998,21.27
20,1545,1950,319.18
20,1754,2763,53.25
20,410,2142,234.48
20,527,4817,185.69
20,775,3923,423.19
20,541,2150,53.76
20,1101,2455,249.18
20,793,4037,288.51
20,1160,4056,326.87
20,225,3927,216.66
20,1024,4377,253.86
20,1953,4607,469.41
20,235,3340,426.63
20,498,3954,255.81
20,1861,2527,343.25
20,731,1706,277.78
20,448,1465,476.28
20,82,3560,4.43
20,1854,1980,361.95
20,1203,3138,460.40
20,544,1497,418.41
20,1638,708,18.67
20,1516,2240,75.32
26,719,3979,308.19
26,1721,2653,431.48
26,1187,4732,298.37
26,1880,1435,367.90
26,1174,1501,413.60
26,1534,2565,33.10
26,3,383,264.05
26,1770,261,33.28
26,833,2130,66.05
26,1066,4366,153.01
26,699,4472,388.57
26,294,3267,169.20
26,539,2114,409.19
26,1499,155,444.83
26,990,3181,235.47
26,722,4049,258.48
26,327,1162,461.67
26,1577,3295,257.04
26,624,3889,293.11
26,1614,3389,347.66
26,1217,1517,388.76
26,1846,2366,39.95
26,905,1771,218.96
26,559,4879,105.37
26,1550,530,274.76
26,399,37,213.61
26,1701,2284,432.49
26,1769,2743,311.75
26,1899,2012,119.02
26,1513,2270,336.00
26,395,3406,379.23
26,1155,1834,154.64
26,1631,3611,291.32
26,167,2085,170.08
26,476,3116,252.33
26,1714,1954,482.38
26,1936,1301,395.52
26,701,1330,196.49
26,1480,4002,31.20
26,1241,3586,328.16
26,1317,514,122.36
26,1916,2164,373.42
26,617,2326,28.04
26,853,1129,246.53
26,1378,2243,72.62
26,1854,3672,455.77
26,902,3845,367.10
26,1545,2331,344.89
26,1061,2476,77.45
26,632,3381,210.04
26,1071,4477,313.59
26,1083,3800,197.58
26,470,3617,24.12
26,104,4216,241.99
26,858,2730,77.02
26,875,3110,16.76
26,1968,1419,316.16
26,1161,2848,322.41
26,1284,321,53.89
26,1926,2509,281.83
26,966,3061,177.24
26,206,4205,196.99
26,647,4555,398.62
26,435,3601,56.07
26,1152,4533,312.89
26,1742,1915,239.78
26,1621,2260,323.43
26,147,2061,333.15
26,1379,1754,496.87
26,1596,3886,365.79
26,620,912,151.16
26,714,905,490.49
26,1089,434,409.37
26,1595,2160,469.95
26,1669,1401,446.87
26,1133,1038,414.15
26,1804,1381,265.24
26,1635,3619,19.50
26,613,51,227.47
26,1867,99,387.24
26,1011,3350,233.45
26,1148,4853,404.80
26,1832,4772,38.05
26,743,466,461.05
26,1443,713,248.32
26,1795,4197,461.03
26,1455,912,483.66
26,1051,3532,341.72
26,1530,1786,292.27
26,1780,3741,117.11
28,632,4334,397.80
28,220,4086,399.64
28,1452,2279,357.67
28,906,3005,215.64
28,987,404,156.14
28,1190,1758,74.54
28,97,2362,456.72
28,269,217,216.10
28,1739,3414,479.13
28,1256,2402,212.08
28,641,1081,50.53
28,1833,595,396.19
28,518,2949,375.03
28,27,31,405.57
28,1415,3291,220.87
28,340,1840,213.03
28,753,3781,254.41
28,1680,3447,369.32
28,1300,328,40.45
28,1691,1262,36.15
28,1204,2331,183.88
28,68,4882,15.44
28,522,1576,178.22
28,1476,118,5.29
28,601,4614,419.46
28,1067,182,36.76
28,1210,4990,457.18
28,86,3883,106.00
28,737,1578,104.84
28,1102,3407,344.93
28,211,2177,480.15
28,1201,390,382.00
28,690,405,150.47
28,922,3686,353.03
28,262,1745,477.77
28,1326,3416,119.18
28,1342,2229,95.58
28,1731,3211,57.61
28,865,4551,176.90
28,1348,4362,491.33
28,98,1827,66.03
28,1535,1821,494.26
28,1250,758,185.42
28,1010,4054,242.37
28,1703,2614,151.70
28,482,4849,325.41
28,1138,3947,94.75
28,1243,4853,41.13
28,63,3482,273.74
28,1520,1729,157.20
28,1948,2954,192.18
28,1990,2603,484.16
28,1880,4702,411.28
28,711,4676,161.65
28,1603,2502,124.30
28,756,1568,386.23
28,221,4224,149.47
28,533,1112,214.84
28,1777,354,23.16
28,794,557,307.02
28,591,178,201.09
28,1980,4352,359.09
28,1512,3612,67.53
28,697,1212,153.70
28,695,1648,213.94
28,1609,3222,474.18
28,1705,1638,302.54
28,448,1167,152.81
28,325,3564,181.10
28,1831,1582,127.56
28,1428,2525,323.47
28,195,2633,326.67
28,1117,3332,29.48
28,691,2351,209.01
28,132,2321,213.93
28,1907,1383,461.41
28,1101,350,225.26
28,1285,4084,190.37
28,1403,1590,487.60
28,276,1391,46.23
28,873,390,407.13
28,1717,1785,141.14
28,826,277,285.77
28,430,2693,352.19
28,1619,4050,407.89
28,1432,4207,228.51
28,968,2501,94.98
28,1229,2227,215.55
28,507,1129,89.31
28,1962,2028,491.58
28,504,969,174.66
28,242,2014,72.45
28,1509,4144,236.80
28,1912,2483,326.11
28,824,1228,247.96
28,123,801,104.37
28,39,2313,0.89
29,827,1178,229.79
29,1103,1895,236.00
29,1754,1066,111.38
29,683,2375,58.98
29,9,1812,322.38
29,439,2111,279.77
29,1246,2752,79.54
29,1402,3998,361.96
29,910,3619,241.11
29,994,577,347.63
38,1943,480,389.29
38,1989,3822,278.97
38,1455,1218,207.35
38,783,3838,323.02
38,1395,3485,61.34
38,1264,2151,452.85
38,322,3598,20.00
38,921,4680,131.50
38,1973,1871,269.74
38,1057,2807,363.50
38,827,3351,227.13
38,946,88,382.32
38,1975,2990,181.36
38,1881,4735,446.96
38,555,1530,344.25
38,1593,4803,304.10
38,907,4744,18.09
38,1580,404,405.33
38,1283,1111,156.68
38,641,609,174.15
38,106,2156,271.31
38,959,3968,456.97
38,1724,3563,83.08
38,1935,2696,212.37
38,1667,9,144.66
38,1152,2061,68.73
38,1382,1303,267.80
38,1074,4123,107.68
38,351,2007,53.52
38,135,2920,489.81
38,1235,88,278.51
38,1202,2374,379.99
38,1037,1498,462.35
38,631,1846,149.56
38,1629,2443,190.72
38,1294,673,321.17
38,404,4568,80.15
38,104,4823,356.15
38,100,1886,195.51
38,1297,561,302.59
38,5,1267,71.71
38,1652,249,342.38
38,205,502,181.80
42,1604,37,242.95
42,1221,2991,212.27
42,774,3443,244.62
42,615,603,355.64
42,1153,4839,162.63
42,730,4972,333.07
42,121,2962,227.38
42,1567,2216,73.95
42,1423,4130,253.06
42,8,4148,454.79
42,47,2003,110.03
42,1385,4277,181.60
42,864,2222,200.01
42,1500,7,433.67
42,643,1527,34.87
42,920,4876,443.10
42,1572,2525,351.94
42,964,3737,473.85
42,799,3408,202.00
42,449,3751,184.05
42,1404,3627,59.79
42,438,3991,1.34
42,1711,4799,447.81
42,1788,4125,358.37
42,1551,2776,372.29
42,917,2615,72.96
42,230,3360,293.36
42,572,1573,97.13
42,30,3603,222.58
42,1055,2260,366.42
42,1564,3963,196.21
42,1650,3368,169.53
42,764,4523,331.87
42,103,2535,222.18
42,1231,4611,229.90
42,950,1693,75.67
42,1766,504,161.16
42,167,362,106.23
42,537,273,227.44
42,1089,2975,404.49
42,159,517,218.62
42,938,4526,199.93
42,617,4726,112.25
42,1249,4474,224.26
42,1297,3404,300.90
42,1705,3760,25.49
42,1479,1935,17.29
42,1584,3278,324.10
42,771,104,445.23
42,125,36,186.07
45,1287,3008,380.81
45,631,194,346.22
45,560,1074,119.78
48,147,3962,152.78
48,1450,3259,44.90
48,246,1949,444.65
48,1099,430,384.36
48,1363,1235,394.45
48,1152,1553,210.58
48,327,835,27.80
48,1442,4332,356.66
48,1761,1307,340.83
48,540,2533,488.70
48,651,3090,476.94
48,1191,1587,478.55
48,847,3578,297.58
48,1322,495,250.32
48,1656,1927,360.60
48,1302,4567,110.43
48,1676,3209,136.05
48,214,3521,22.06
48,1896,4149,83.44
48,1913,4735,1.37
48,1178,4011,335.00
48,633,2179,71.08
48,1740,1421,402.54
48,1019,2454,348.28
48,1440,3825,496.77
48,1670,4979,203.71
48,385,4957,471.28
48,1490,4708,232.24
48,693,4168,173.77
48,1547,3899,52.77
48,1521,472,452.10
48,657,2311,406.40
48,580,2550,165.68
48,87,2422,233.41
48,190,1459,130.03
48,449,2791,267.05
48,313,3377,97.47
48,1271,42,41.26
48,345,2799,445.67
48,287,3440,177.24
48,1979,372,428.25
48,118,4335,128.86
48,111,4982,373.94
48,324,3444,154.39
48,1355,4370,264.49
48,1952,889,130.61
48,1696,3896,176.91
48,789,3866,122.05
48,688,4980,156.70
48,209,2409,37.01
48,1278,134,235.63
48,504,1971,370.56
48,808,2365,24.52
48,502,2697,252.58
48,146,1965,225.15
48,1199,3392,43.10
48,255,3869,123.12
48,1316,841,423.97
48,661,4433,78.52
48,1511,3670,452.27
48,1058,1462,225.78
48,344,982,39.54
48,1165,2058,286.96
48,394,2733,453.50
48,1332,464,20.23
48,735,2906,127.62
48,1147,2234,112.16
48,1251,888,430.35
48,1559,3588,478.45
48,1728,720,163.55
48,1847,2214,54.71
48,622,4881,460.36
48,1022,1994,312.69
48,654,3631,403.25
48,1908,2746,364.37
48,566,3474,398.56
48,743,927,263.77
48,564,2874,236.68
48,1236,97,324.33
48,924,2778,139.29
48,397,3974,8.15
48,1779,2407,314.91
48,1818,2052,50.22
48,1153,4376,375.53
48,1253,1043,127.27
48,1860,1653,145.94
48,748,1714,337.00
48,195,1778,379.68
48,427,4293,263.54
48,834,1659,439.06
49,360,4393,62.49
49,14,1701,330.34
49,1113,530,60.94
49,1399,313,289.45
49,1041,4409,117.86
49,466,1638,366.90
49,1466,1085,279.84
49,906,315,144.28
49,519,4126,378.30
49,1125,1485,33.66
49,1435,2309,157.86
49,1156,3626,167.29
49,727,2756,191.80
49,1304,3637,245.36
49,1807,2551,298.21
49,528,2098,70.01
49,1343,170,283.64
49,45,3271,167.46
49,657,499,299.81
49,1388,4749,12.16
49,1661,494,448.50
49,1371,3579,79.22
49,1339,3269,261.09
49,614,1428,69.97
49,1002,2821,105.99
49,1937,3869,254.72
49,486,1647,392.89
49,1722,1004,496.27
49,1443,3281,120.93
49,262,1347,67.29
49,1746,2034,389.49
55,1962,2330,180.77
55,1098,3307,302.16
55,1643,3214,322.63
55,370,581,461.13
55,559,3422,315.03
55,553,1336,269.76
55,1256,1250,183.62
55,276,1430,233.39
55,616,528,6.28
55,322,1253,284.83
55,1384,6,83.84
55,1323,1236,450.63
55,68,2545,414.94
55,149,3181,246.69
55,1620,4149,160.90
55,1965,4068,434.10
55,1591,4835,132.17
55,1197,2439,309.51
55,1865,1324,360.24
55,960,3616,420.40
55,1732,3293,402.37
55,1392,4790,196.07
55,1553,630,106.04
55,458,4816,161.92
55,236,4057,382.31
55,383,4396,175.56
55,951,3580,342.92
55,1648,1228,337.84
55,1652,1840,115.33
55,1921,1597,176.85
55,490,4541,83.39
55,575,1924,8.45
55,273,1998,293.69
55,1928,1957,29.93
55,1707,2764,322.19
55,194,2510,180.02
55,621,1497,251.80
55,776,2394,31.03
55,504,1900,123.05
55,1651,630,6.28
55,522,2745,484.83
55,1516,2939,167.08
55,1116,405,420.07
55,1712,3766,176.84
55,406,3742,216.17
55,478,4429,456.27
55,827,4474,229.55
55,1148,587,72.45
55,415,2491,159.22
55,779,2526,332.42
55,1983,389,372.95
55,531,2224,209.48
55,1195,4949,4.52
55,579,1562,456.33
55,574,1051,273.68
55,1748,2965,411.94
55,1504,2270,351.90
55,1900,3700,236.97
55,1941,4911,21.72
55,452,1753,471.15
55,399,3446,209.49
55,206,3698,87.00
55,1628,3940,256.17
55,176,1145,318.84
55,481,4106,263.93
55,770,660,358.18
55,1661,584,40.42
55,1789,419,121.22
55,348,4559,126.02
55,1181,405,489.21
55,1600,2437,380.87
55,120,493,287.21
71,1940,4725,367.10
71,1594,4146,218.76
71,285,1660,53.79
71,461,519,321.58
71,719,2302,363.19
71,1675,4679,314.77
71,486,4122,20.32
71,436,4235,174.94
71,750,3410,375.48
71,536,1464,13.80
71,880,1517,477.04
71,1609,3626,254.11
71,429,2718,183.37
71,1028,3177,343.19
71,1798,952,234.30
71,63,2100,259.45
71,578,2366,83.94
71,1804,3453,385.51
71,1129,2253,172.34
71,689,1611,411.63
71,1441,3425,483.50
71,1257,348,7.39
71,296,1707,271.36
71,995,518,281.60
71,993,4987,500.04
71,1413,514,395.68
71,877,2422,292.70
71,1269,1130,134.87
71,1126,1457,19.58
71,1474,3118,202.92
71,1915,2474,61.51
71,22,1225,177.63
71,303,1424,26.02
71,1516,1683,139.94
71,1911,1137,17.32
71,218,1494,348.87
71,170,1109,297.89
71,183,256,397.37
71,1289,625,351.97
71,798,70,106.97
71,263,3478,270.66
71,996,378,174.49
71,111,2557,500.32
71,725,3576,106.14
71,1053,1570,289.42
71,1173,1486,412.31
71,850,2717,300.86
71,320,4961,368.68
71,1235,3200,348.45
71,1850,4349,83.19
71,864,2632,169.95
71,862,1383,419.01
71,781,1309,299.06
71,681,1152,289.19
71,1740,4307,487.44
72,912,2012,185.37
72,1296,2909,320.37
72,349,4827,165.63
72,1634,4029,400.51
72,245,4509,307.55
72,1425,2793,87.00
72,1466,2118,403.18
72,820,2207,291.05
72,1881,4753,226.16
72,798,4112,174.01
72,978,290,485.92
72,192,2094,245.85
72,1799,2135,419.84
72,512,7,398.32
72,1525,4249,382.78
72,1971,3376,96.08
72,1463,3558,281.54
72,740,504,142.22
72,1949,2364,271.21
72,1586,1350,32.84
72,1376,2950,327.20
72,1167,3776,296.14
72,59,1898,482.64
72,1158,3676,323.69
72,1130,4723,309.49
72,296,2345,386.55
72,1272,3781,136.39
72,1309,2491,145.01
72,1419,3685,219.99
72,235,4414,419.91
72,1307,2238,143.33
72,1574,3661,275.67
72,1270,1809,283.40
72,487,2622,175.24
77,1655,2576,361.55
77,1950,2307,405.18
77,113,3173,432.00
77,1296,2178,384.65
77,1343,1854,79.84
77,1294,51,359.72
77,409,902,196.46
77,238,1622,237.04
77,1969,3492,287.52
77,1887,3290,325.78
77,579,3900,408.97
77,425,1097,116.02
77,1964,2748,185.67
77,340,1236,481.20
77,132,2577,348.24
77,486,1991,323.45
77,1219,625,321.89
77,1378,197,254.02
77,1379,3060,374.94
77,386,257,127.73
77,93,355,456.30
77,183,2459,140.23
77,1896,887,483.97
77,182,785,474.53
77,1071,4523,39.73
77,858,4318,229.30
77,1176,2993,380.91
77,1097,4216,230.65
77,263,3930,458.90
77,1561,2010,51.24
77,1164,980,84.56
77,470,354,472.08
77,1541,1949,475.54
77,1307,525,324.50
77,1871,3512,481.34
77,1118,2097,129.55
77,1053,4110,451.96
77,1786,2489,396.45
77,402,3476,312.41
77,990,2961,46.39
77,193,4788,15.63
77,1360,4614,5.97
77,338,501,128.25
77,1159,4644,390.50
77,1264,657,197.55
77,1512,1671,397.81
77,561,2751,320.86
77,416,1978,199.89
77,452,1952,450.04
77,367,2732,298.59
77,19,1250,181.72
77,149,2099,64.72
77,1402,3902,363.35
77,745,3915,167.03
77,1421,4641,203.60
77,1212,3863,471.66
77,1830,1901,69.05
77,1059,1573,41.72
77,1748,381,442.44
77,1303,4798,184.00
77,832,563,35.24
77,781,4662,367.14
77,1189,2391,343.69
77,1839,336,241.05
77,1726,731,161.03
77,1035,2756,161.50
77,1943,2709,463.16
77,525,2552,391.81
77,1594,346,140.52
77,1024,983,343.18
77,576,622,304.18
77,1574,4784,206.39
77,43,1467,261.07
77,1716,94,83.16
77,383,1328,457.17
77,1475,632,466.61
77,944,683,361.82
77,1975,964,366.97
77,224,1425,370.05
77,1063,838,373.66
77,631,723,22.71
77,1381,188,353.95
77,1683,551,357.80
85,1371,2483,198.23
85,882,830,176.74
85,1040,3220,416.10
85,1565,4208,41.71
85,251,2914,89.33
85,1446,4561,103.33
85,707,3109,167.89
85,1389,802,362.32
85,489,2769,400.33
85,323,1046,264.58
85,918,4338,465.19
85,744,3489,387.57
85,162,454,282.19
85,1028,3945,19.80
85,55,799,299.22
85,672,1670,328.65
85,1918,3381,17.96
85,199,2895,161.09
85,809,3879,98.82
85,1602,1188,405.58
85,1830,4928,312.30
85,1752,981,415.58
85,1189,67,267.20
85,340,601,363.42
85,1292,1053,467.83
85,1928,4954,69.60
85,1969,3361,395.71
85,1745,4299,29.69
85,618,4581,42.66
85,1264,3378,175.00
85,82,4098,416.99
85,509,4247,40.13
85,1498,3254,218.77
85,1495,329,180.72
85,731,1555,231.42
85,1595,2488,426.48
85,351,3971,262.46
85,1306,655,430.81
85,1071,1297,60.17
85,1872,1922,162.02
85,929,3592,93.93
85,771,2328,64.02
85,302,4057,172.77
85,1974,1387,98.05
85,1341,1861,211.82
85,373,4672,31.89
85,352,2568,159.49
85,1163,944,466.06
85,1126,306,307.98
85,72,4262,406.91
85,178,1501,86.45
85,846,3831,470.09
85,776,3850,209.06
85,1937,914,225.45
85,715,93,309.79
85,1024,3911,387.32
85,1508,2762,344.39
85,1018,2881,288.58
85,1180,947,211.23
85,279,3757,15.58
85,76,2818,410.33
85,451,3669,97.49
85,103,3238,32.45
85,1609,2015,49.15
85,123,2632,13.44
85,1221,2116,10.22
85,654,3569,206.78
85,984,4604,353.83
85,1936,4010,459.01
85,1721,3320,165.58
85,1270,3097,404.70
85,1025,339,381.88
85,1986,1146,253.60
85,1948,3459,41.06
85,216,3287,274.51
85,1415,2574,404.33
85,13,3157,14.82
85,256,2215,264.12
85,1774,4931,428.10
85,1100,587,170.45
85,1935,4623,489.12
85,20,3501,241.04
85,813,3898,78.66
85,91,321,320.36
86,886,1093,491.04
86,781,3909,0.48
86,152,2767,172.20
86,1770,3343,483.70
86,1940,4797,356.18
86,919,559,82.22
86,1868,44,399.20
86,1333,1786,327.87
86,1321,1612,124.79
86,261,1361,168.03
86,1361,4867,247.80
86,1562,4725,347.50
86,1997,4557,22.28
86,1012,647,123.81
86,385,4035,144.42
86,471,2638,87.30
86,1873,817,180.28
86,237,4741,83.53
86,713,4293,237.46
86,1277,4678,448.72
86,1869,957,70.49
86,528,4228,289.98
86,936,2633,6.20
86,1972,4169,476.74
86,1092,2812,2.87
86,903,2564,199.91
86,507,4346,410.22
86,494,2814,76.02
