"107","33","490.73","7583","Returned","1996-02-17 11:14:13"
"108","41","460.41","1666","Ordered","1973-01-19 13:57:24"
"109","35","150.10","2235","En Route","1988-09-23 11:09:53"
"110","46","284.42","2345","Ordered","2016-07-16 12:34:13"
"111","18","323.56","4615","Returned","2020-07-09 05:55:24"
"112","13","124.42","6273","En Route","1984-05-17 12:01:27"
"113","4","396.29","2033","Returned","1991-04-30 14:14:30"
"114","21","287.28","7441","Returned","2020-08-14 03:29:24"
"115","79","86.97","9766","En Route","1996-07-23 23:30:27"
"116","59","0.75","6249","En Route","1978-11-15 22:39:59"
"117","4","260.72","4431","En Route","1999-05-20 21:18:18"
"118","10","84.30","7161","En Route","1976-11-24 00:34:18"
"119","18","287.62","277","En Route","2015-05-19 23:39:47"
"120","25","498.16","5710","En Route","1988-07-19 10:30:11"
"121","48","90.54","5645","Returned","1981-09-29 05:21:08"
"122","14","338.51","8747","Ordered","1997-12-29 20:04:54"
"123","22","472.30","7659","Ordered","2002-02-17 18:11:30"
"124","35","237.94","7667","En Route","1989-05-30 12:49:13"
"125","35","490.95","1741","En Route","1972-06-25 18:20:04"
"126","37","493.48","9934","En Route","2013-08-28 16:18:10"
"127","7","81.79","7245","Ordered","2013-11-21 21:19:09"
"128","81","291.27","4523","En Route","1971-12-20 17:01:03"
"129","77","452.52","3986","Returned","1981-08-20 22:48:06"
"130","70","296.37","9607","Ordered","1972-09-06 22:33:22"
"131","98","250.56","3388","Returned","1982-04-20 08:36:42"
"132","90","381.49","6715","En Route","2018-03-28 07:58:59"
"133","22","134.75","7504","Ordered","1973-10-04 17:24:46"
"134","47","36.50","1884","En Route","2011-09-02 04:37:41"
"135","82","196.53","5972","En Route","2015-08-01 19:55:05"
"136","24","421.70","8612","En Route","1982-01-06 12:27:33"
"137","81","28.72","5077","Ordered","2010-08-01 06:08:10"
"138","53","240.83","4146","Ordered","1993-06-07 17:02:59"
"139","91","108.07","1117","Ordered","1979-11-24 10:09:09"
"140","9","33.38","3502","Returned","2009-06-06 15:14:20"
"141","10","40.23","1823","En Route","2010-05-08 05:13:34"
"142","67","124.10","7836","En Route","1973-08-06 11:30:33"
"143","91","313.63","9880","Returned","1983-06-19 02:43:06"
"144","97","142.74","9567","Returned","1993-04-22 16:41:58"
"145","60","331.47","415","En Route","1986-04-25 09:57:15"
"146","33","382.50","8603","En Route","2010-04-22 19:39:58"
"147","20","58.85","2229","Ordered","2006-09-18 15:05:26"
"148","16","155.74","2993","Returned","2013-01-30 01:47:57"
"149","97","408.71","7210","En Route","1985-08-05 01:29:49"
"150","72","35.08","6320","Returned","2000-08-24 17:55:02"
"151","46","97.67","4256","Ordered","2018-03-28 19:34:20"
"152","26","180.98","9496","En Route","1990-08-30 11:34:37"
"153","41","456.83","8146","Returned","2000-03-18 08:15:56"
"154","58","345.14","4160","En Route","1987-01-04 01:49:26"
"155","39","58.40","4979","Ordered","1976-11-07 19:26:52"
"156","81","150.05","6968","Ordered","2021-05-14 05:00:49"
"157","81","473.49","7691","Returned","1991-09-05 00:55:38"
"158","21","353.33","177","Returned","1981-09-02 21:45:32"
"159","53","298.44","9350","Ordered","1994-02-02 14:41:22"
"160","72","473.63","4602","Ordered","2013-05-22 22:44:53"
"161","34","157.00","9477","Returned","1981-08-05 22:13:22"
"162","44","440.83","6914","Ordered","2010-07-10 12:00:21"
"163","90","341.84","3031","Ordered","1993-09-02 05:22:44"
"164","27","110.11","3723","Ordered","1983-09-05 12:26:36"
"165","92","335.99","2253","En Route","2000-01-31 02:32:25"
"166","75","123.46","996","Returned","2008-01-03 01:52:35"
"167","0","166.47","6990","Returned","1994-07-01 21:27:15"
"168","30","361.58","3945","Returned","2004-09-29 07:30:20"
"169","75","365.11","2539","En Route","2016-03-02 09:09:51"
"170","96","338.86","4948","En Route","1985-11-09 19:03:44"
"171","41","428.05","784","Ordered","2006-05-01 21:55:21"
"172","30","8.06","8627","Ordered","1989-04-10 13:20:33"
"173","49","71.99","1441","Returned","1997-08-27 06:05:09"
"174","94","349.96","663","En Route","1980-03-30 21:08:28"
"175","10","154.49","4611","Returned","2007-08-13 22:49:30"
"176","22","131.51","963","Returned","2006-08-31 18:05:41"
"177","43","93.91","9182","Returned","1976-09-02 19:37:41"
"178","40","223.53","6004","En Route","1996-12-25 18:04:15"
"179","13","200.87","5504","Ordered","2011-08-18 06:24:58"
"180","39","286.68","16","En Route","1988-10-15 04:24:38"
"181","74","304.31","2616","Ordered","1986-06-10 07:11:53"
"182","82","485.50","9968","Returned","1990-08-04 14:41:34"
"183","99","74.29","4236","Returned","2019-12-05 13:09:16"
"184","41","22.32","7353","Ordered","1974-03-27 06:17:26"
"185","64","449.14","4237","Ordered","2015-09-13 12:38:19"
"186","13","46.40","3088","Ordered","2012-06-17 01:00:48"
"187","30","446.03","6032","Returned","2000-01-09 06:11:26"
"188","36","266.43","903","En Route","1973-08-06 15:37:29"
"189","95","93.10","6622","Ordered","2014-12-16 20:56:35"
"190","18","256.08","4613","Ordered","2003-02-22 06:13:18"
"191","74","297.99","9592","Returned","2008-07-28 17:06:26"
"192","5","58.93","9774","Ordered","1997-06-10 23:15:54"
"193","72","495.98","6471","Returned","2005-02-27 19:59:49"
"194","67","115.53","1798","En Route","1995-05-22 10:57:08"
"195","7","294.50","8055","Returned","1994-09-03 08:32:39"
"196","61","38.21","411","Ordered","1976-03-29 14:47:42"
"197","29","277.45","6852","En Route","2000-11-27 08:36:52"
"198","67","142.19","8153","Returned","1975-04-29 21:24:25"
"199","4","314.96","5380","Ordered","1985-07-20 18:14:19"
"200","76","375.26","6584","Ordered","1995-08-30 23:21:05"
"201","21","36.78","9251","En Route","1979-01-24 09:42:58"
"202","53","122.49","181","Ordered","1985-12-13 09:47:05"
"203","29","17.06","4730","Returned","1983-06-18 07:53:57"
"204","33","388.69","8666","Ordered","1974-12-29 07:27:43"
"205","24","109.17","7095","En Route","2006-05-23 23:42:30"
"206","63","483.67","9176","Returned","1995-10-01 14:08:36"
"207","47","108.89","6217","Returned","1971-08-11 17:25:36"
"208","23","302.16","5478","Ordered","1981-09-22 23:55:56"
"209","15","388.92","6633","Returned","1996-09-19 23:08:54"
"210","89","315.47","4065","Ordered","1992-05-02 11:51:59"
"211","85","36.45","5474","Ordered","2000-04-02 08:03:56"
"212","36","70.45","6265","En Route","1988-10-23 00:53:31"
"213","63","78.65","419","Ordered","2017-06-10 04:32:57"
"214","59","162.45","2188","En Route","1988-06-06 00:00:25"
"215","49","359.72","3670","Ordered","1988-06-22 07:28:02"
"216","84","82.09","4826","Returned","1995-06-26 23:47:23"
"217","87","149.99","2012","Ordered","1979-04-25 14:02:26"
"218","83","465.88","7330","Returned","2013-03-01 08:10:31"
"219","65","93.23","8356","Returned","1983-08-02 08:36:11"
"220","98","326.51","4394","En Route","2009-04-18 07:34:41"
"221","51","25.39","517","Returned","2000-10-22 21:30:41"
"222","14","0.38","7818","Ordered","1989-02-09 03:38:51"
"223","76","410.24","1157","Ordered","2015-06-14 18:21:28"
"224","75","86.98","5178","Ordered","1987-08-15 20:53:51"
"225","63","422.68","9761","Returned","2006-08-28 04:34:06"
"226","80","348.96","4583","Ordered","2010-12-23 18:03:34"
"227","83","485.72","7880","Ordered","1974-10-23 06:59:52"
"228","6","373.60","4784","En Route","2009-07-11 11:11:13"
"229","52","115.56","9098","En Route","2020-05-10 06:37:14"
"230","7","253.37","3888","Ordered","2010-01-01 08:56:56"
"231","11","13.86","6099","En Route","1979-09-27 17:06:15"
"232","91","47.96","3658","Ordered","1976-08-05 15:01:58"
"233","40","455.85","3791","Ordered","2011-05-22 13:22:06"
"234","29","318.38","7367","En Route","1987-09-11 00:16:10"
"235","61","168.07","1779","En Route","1971-04-16 17:34:59"
"236","39","116.01","9388","Returned","1986-04-06 23:34:01"
"237","87","5.54","4292","En Route","1989-02-09 05:38:34"
"238","89","46.09","7462","Returned","1994-12-21 17:53:53"
"239","52","69.59","2411","Ordered","2000-11-10 17:38:43"
"240","95","46.09","5708","Returned","2014-02-23 06:06:51"
"241","8","456.17","9943","Ordered","2011-09-09 13:57:51"
"242","59","307.99","1423","Ordered","1993-01-25 18:15:49"
"243","86","303.72","4504","En Route","1994-05-21 22:05:01"
"244","96","363.13","8381","En Route","2012-05-13 11:48:32"
"245","68","100.29","7738","Returned","1983-07-15 17:42:54"
"246","92","325.42","3922","En Route","2021-10-19 03:46:01"
"247","69","407.20","7256","Ordered","2007-09-27 10:30:24"
"248","33","121.71","8814","En Route","2003-05-12 13:28:40"
"249","5","348.16","7720","Ordered","2018-02-01 10:06:39"
"250","40","144.58","133","Returned","1995-01-09 05:51:00"
"251","43","165.80","3321","En Route","1995-11-14 18:36:52"
"252","47","441.98","107","En Route","2020-04-24 09:07:45"
"253","9","391.64","2283","En Route","2010-06-19 13:10:22"
"254","30","83.36","5318","Returned","1988-07-09 19:36:45"
"255","32","478.21","1355","Returned","1980-02-24 23:40:33"
"256","68","414.57","2685","En Route","1971-07-24 00:35:18"
"257","10","447.80","3105","Ordered","1981-04-03 14:02:31"
"258","85","251.60","7471","Returned","2017-06-17 08:05:21"
"259","47","22.13","6333","Ordered","1974-11-24 01:07:23"
"260","25","327.09","8836","En Route","2020-04-06 22:19:37"
"261","13","100.59","2527","Ordered","1978-04-03 18:36:40"
"262","50","82.57","5336","Ordered","1992-08-01 11:21:17"
"263","34","234.80","1357","Ordered","1994-01-10 00:11:41"
"264","15","477.47","8457","Ordered","1985-10-04 16:59:24"
"265","74","455.75","4297","Returned","2022-05-20 19:19:26"
"266","80","453.61","6254","Returned","1973-06-06 04:46:55"
"267","64","146.20","3375","En Route","2006-08-02 17:24:55"
"268","6","125.17","227","Returned","2010-12-02 03:19:14"
"269","10","308.46","3558","Ordered","1990-06-16 08:51:58"
"270","67","13.62","9952","Ordered","2015-03-20 16:16:50"
"271","75","104.49","6882","Returned","1986-12-08 02:42:17"
"272","16","95.85","4685","En Route","1993-06-15 16:08:15"
"273","9","203.97","1364","Returned","1984-08-13 07:22:14"
"274","60","497.21","6028","Ordered","2022-04-20 00:10:40"
"275","2","450.02","7490","Ordered","2003-09-01 02:05:51"
"276","83","333.34","6960","En Route","1972-05-26 05:47:36"
"277","22","415.62","9890","Returned","1980-11-29 07:43:18"
"278","83","258.73","9959","En Route","1989-03-17 16:14:53"
"279","71","311.39","9099","Ordered","1972-08-24 07:59:00"
"280","15","231.19","3172","Ordered","2006-08-15 03:15:28"
"281","88","255.46","117","En Route","1999-04-08 22:01:51"
"282","21","256.37","3975","En Route","2002-11-05 15:56:09"
"283","9","334.90","7130","Returned","1974-12-13 10:29:29"
"284","8","75.98","1653","En Route","2003-04-19 14:40:52"
"285","62","402.88","6389","Returned","2017-12-13 07:56:29"
"286","80","370.55","8034","Ordered","2020-04-09 20:52:49"
"287","7","35.97","8812","En Route","1984-12-12 06:13:44"
"288","32","216.13","9264","Returned","1970-05-17 17:41:39"
"289","18","171.48","7834","Ordered","2019-04-04 05:33:16"
"290","49","392.95","87","En Route","1992-02-16 05:33:07"
"291","97","394.61","9325","Returned","1973-06-30 09:41:55"
"292","29","225.86","7045","En Route","2019-03-27 09:47:13"
"293","30","329.07","9693","En Route","2017-05-29 20:33:29"
"294","92","84.41","770","Returned","1971-10-26 22:00:47"
"295","88","194.30","1192","Returned","1986-09-19 23:18:09"
"296","17","374.97","4405","Ordered","1985-07-21 02:20:20"
"297","53","136.26","2344","En Route","2012-05-07 11:44:35"
"298","97","421.91","4710","Returned","2005-09-20 17:51:53"
"299","34","310.46","8219","Ordered","1998-04-03 16:10:01"
"300","20","417.41","2810","Ordered","1971-06-03 22:18:26"
"301","54","491.49","5106","Ordered","1979-04-25 19:19:12"
"302","97","391.70","3980","Returned","1974-03-24 21:30:08"
"303","61","61.66","3950","En Route","1998-09-12 13:35:19"
"304","70","19.91","7788","Returned","1994-07-26 13:39:47"
"305","92","180.03","566","Ordered","1975-04-16 00:15:12"
"306","85","367.85","1993","Ordered","1984-01-30 09:13:48"
"307","26","259.87","6360","Returned","1972-09-27 19:18:53"
"308","72","388.91","1428","En Route","1990-08-28 20:35:00"
"309","41","451.29","1876","Ordered","1971-06-07 23:59:57"
"310","90","274.30","1799","En Route","1978-07-22 18:02:26"
"311","82","250.78","602","Ordered","1979-10-23 21:47:34"
"312","46","102.57","6828","En Route","1981-11-02 15:05:46"
"313","92","143.46","3983","Ordered","2013-04-08 11:48:38"
"314","18","444.38","6248","En Route","1990-05-16 16:13:46"
"315","69","173.50","2760","Ordered","1977-10-25 04:15:49"
"316","64","464.57","3563","Ordered","2020-01-15 11:56:40"
"317","64","28.44","4520","Ordered","1970-01-27 03:36:47"
"318","35","383.65","1866","Returned","2007-05-09 13:07:44"
"319","39","136.90","4435","Ordered","1999-02-15 03:17:31"
"320","63","126.00","2461","En Route","1979-04-13 20:30:55"
"321","79","459.96","4619","En Route","1983-04-29 19:34:53"
"322","5","201.98","9422","En Route","2022-05-14 15:18:00"
"323","69","9.44","9488","Ordered","1981-08-30 19:20:08"
"324","13","195.80","8261","En Route","1981-11-27 17:24:21"
"325","83","154.47","3084","Returned","1999-02-23 16:17:00"
"326","73","125.42","8728","Returned","2007-11-20 03:14:50"
"327","99","143.41","6842","Returned","1985-10-03 19:19:03"
"328","38","485.51","772","Returned","1986-09-04 14:49:12"
"329","31","345.67","60","En Route","1973-05-26 11:34:56"
"330","25","487.67","9699","Ordered","1977-12-07 08:30:40"
"331","65","256.11","5973","Ordered","2008-07-21 21:33:48"
"332","54","74.13","6504","En Route","1981-03-21 15:15:45"
"333","23","284.88","6784","Returned","1977-06-25 09:06:14"
"334","30","243.00","3308","En Route","2021-11-22 21:46:17"
"335","31","274.72","2402","Returned","2005-07-06 20:21:12"
"336","40","301.56","5402","Ordered","1975-07-07 17:59:05"
"337","52","141.86","7117","En Route","2004-01-09 00:07:58"
"338","92","249.31","9940","Returned","1975-11-01 12:38:40"
"339","3","397.10","2833","En Route","1975-07-30 08:00:24"
"340","68","199.57","7509","Returned","2002-09-05 07:29:45"
"341","54","133.49","1753","En Route","1999-05-28 10:50:26"
"342","74","358.87","3300","Returned","2000-03-31 03:18:03"
"343","15","111.09","2081","En Route","1991-01-29 11:04:12"
"344","88","326.14","1255","En Route","1989-08-12 09:33:32"
"345","0","413.91","460","Ordered","1976-02-14 02:12:19"
"346","10","17.49","838","En Route","1987-12-18 20:01:50"
"347","23","64.72","6170","Returned","1977-06-06 11:26:11"
"348","73","181.88","7332","Ordered","1990-12-20 06:01:11"
"349","2","303.58","4445","Ordered","2009-09-23 15:29:26"
"350","36","500.64","9780","En Route","2004-10-10 19:07:16"
"351","35","192.08","9388","Ordered","2017-06-10 16:43:57"
"352","52","193.12","1696","Returned","2001-06-03 10:26:18"
"353","24","334.33","1723","Ordered","1974-08-31 02:24:34"
"354","16","14.36","6893","Ordered","2017-01-19 16:52:03"
"355","31","157.58","3216","En Route","2000-07-02 03:44:07"
"356","5","102.31","9669","Returned","1984-08-27 05:49:20"
"357","80","440.24","9322","Ordered","1985-03-16 04:54:02"
"358","79","225.64","7489","Ordered","2019-01-28 23:05:11"
"359","23","264.65","7717","Returned","1996-04-30 04:21:41"
"360","61","327.97","9276","En Route","2021-11-13 01:35:19"
"361","82","95.40","7042","Ordered","2007-04-18 18:38:53"
"362","16","407.13","6725","En Route","2004-06-20 21:00:57"
"363","47","380.37","717","Ordered","1990-04-29 04:03:42"
"364","21","144.38","3880","Returned","1984-08-29 10:14:52"
"365","26","417.65","9833","Returned","2006-12-02 16:32:48"
"366","45","64.31","3176","Ordered","2012-09-25 16:11:00"
"367","58","32.76","5933","Ordered","1989-11-01 20:39:49"
"368","37","74.29","1089","En Route","2000-04-29 14:27:41"
"369","7","285.64","5520","Returned","1981-04-18 14:38:32"
"370","65","325.75","7649","En Route","1994-03-07 06:40:37"
"371","15","476.16","2743","Returned","2022-01-26 18:39:49"
"372","44","477.70","2570","En Route","1983-01-14 12:27:02"
"373","3","77.02","671","Returned","2014-11-18 12:46:30"
"374","55","435.25","518","En Route","1986-12-16 13:27:18"
"375","14","413.99","3531","Ordered","2014-08-22 23:50:24"
"376","2","179.81","1813","Returned","1976-05-08 16:00:02"
"377","17","10.67","2068","Returned","2022-04-01 10:10:11"
"378","2","284.72","2297","Ordered","2011-10-28 11:31:51"
"379","5","421.14","7416","Ordered","1984-05-24 19:05:44"
"380","76","244.60","9650","En Route","2015-06-07 17:13:21"
"381","9","388.12","1969","En Route","2007-09-04 09:05:57"
"382","17","115.23","1397","Returned","1995-03-03 07:48:45"
"383","93","338.33","3933","En Route","1980-05-29 20:51:49"
"384","52","8.47","2180","Returned","1976-12-18 10:54:49"
"385","15","109.08","3777","Ordered","1977-06-06 21:46:46"
"386","68","102.46","5936","En Route","1994-11-28 05:01:56"
"387","88","198.04","8916","Ordered","1994-11-17 13:11:38"
"388","91","407.30","1472","Ordered","1996-06-19 23:03:09"
"389","27","181.68","2320","En Route","2019-03-31 12:47:47"
"390","93","286.60","4959","En Route","1998-07-01 14:50:13"
"391","61","492.19","5042","Returned","1980-10-20 11:51:08"
"392","5","417.47","5008","Returned","1989-05-19 09:50:04"
"393","15","378.14","8662","Ordered","1976-02-08 03:07:46"
"394","68","94.91","1448","Returned","2010-08-02 00:57:00"
"395","91","424.98","155","Returned","1997-10-18 16:18:36"
"396","31","52.68","1456","En Route","1992-05-07 02:07:14"
"397","81","411.39","1728","En Route","2014-07-29 04:55:10"
"398","13","174.64","3151","En Route","1986-04-14 17:10:57"
"399","93","351.38","9685","En Route","1989-08-17 22:27:18"
"400","36","420.45","2917","En Route","2000-06-12 15:13:38"
"401","35","398.33","1464","Ordered","2018-12-09 05:15:33"
"402","70","230.58","1103","Ordered","1972-04-23 11:47:15"
"403","98","443.91","9669","Ordered","1991-03-29 17:20:15"
"404","97","387.93","2948","Ordered","2008-08-08 03:21:57"
"405","50","477.15","2472","Returned","2016-05-17 17:11:05"
"406","12","445.63","311","Returned","1976-06-14 01:05:46"
"407","87","421.84","6675","Returned","2012-07-20 20:05:42"
"408","19","441.08","9597","Ordered","1980-07-10 09:49:10"
"409","17","495.20","3014","En Route","2022-02-14 05:49:32"
"410","48","101.23","3283","En Route","1992-04-26 07:40:32"
"411","85","463.64","5005","Returned","2016-12-08 01:41:25"
"412","28","62.20","8423","Ordered","2006-02-24 00:06:42"
"413","71","247.18","1756","Returned","1982-12-30 18:58:10"
"414","34","210.91","6540","Ordered","2014-12-14 04:17:28"
"415","59","23.63","9224","Returned","2005-08-23 08:42:08"
"416","89","285.99","8378","Returned","1978-03-09 05:11:44"
"417","56","492.15","9243","Ordered","1998-07-10 19:02:34"
"418","14","120.77","7986","En Route","2001-05-06 14:35:31"
"419","9","264.96","2321","Returned","1992-05-14 08:14:22"
"420","57","420.25","9631","Ordered","1999-03-31 06:26:24"
"421","96","112.16","988","En Route","2006-10-17 04:35:23"
"422","61","285.20","2480","En Route","1972-09-08 12:26:49"
"423","10","268.91","7521","Returned","2005-09-26 14:33:50"
"424","19","202.21","9347","En Route","2008-06-09 02:27:29"
"425","9","427.08","4632","En Route","1984-02-28 16:17:13"
"426","69","178.13","7754","Returned","2020-01-27 10:49:37"
"427","7","87.97","8610","En Route","1982-08-30 14:32:47"
"428","26","455.20","8165","Returned","1984-06-04 07:13:13"
"429","55","14.84","9668","En Route","1977-11-21 18:25:51"
"430","87","36.77","2947","Returned","2003-12-10 15:02:36"
"431","55","87.80","911","Ordered","1983-08-12 16:34:33"
"432","30","280.57","2381","Returned","2012-06-08 23:35:46"
"433","79","80.17","3237","Ordered","1970-10-24 17:44:51"
"434","94","227.99","6450","Ordered","1972-09-07 07:29:42"
"435","88","404.31","4041","Returned","1980-07-22 01:24:20"
"436","26","405.28","1631","Ordered","1983-09-23 10:49:01"
"437","58","152.89","5105","Returned","2021-11-26 03:59:31"
"438","30","3.29","5238","En Route","2008-05-01 02:11:17"
"439","9","486.85","9139","Ordered","2005-05-22 19:34:19"
"440","7","334.76","7471","En Route","1982-09-08 15:43:18"
"441","9","284.20","8607","Ordered","1999-02-09 16:04:51"
"442","71","305.96","3076","Returned","2012-11-27 05:40:16"
"443","48","454.21","5642","Returned","2018-10-12 00:14:46"
"444","6","345.69","4341","Returned","2008-04-23 13:07:39"
"445","65","57.64","5359","Ordered","2003-06-15 07:57:52"
"446","95","375.86","5129","Ordered","2020-09-06 13:14:41"
"447","94","500.69","8067","Ordered","1992-12-07 01:29:43"
"448","14","251.15","4006","Returned","1982-10-14 21:38:48"
"449","9","291.72","5","Returned","1973-07-23 20:41:43"
"450","58","19.43","4069","Returned","2013-11-11 01:42:24"
"451","64","108.09","9680","Ordered","1981-12-20 03:55:57"
"452","64","344.21","5619","Returned","2019-05-28 19:35:52"
"453","52","51.59","9064","Ordered","1988-04-11 09:37:08"
"454","60","65.74","9939","Ordered","1993-11-27 09:11:14"
"455","48","51.64","2198","Returned","1989-03-04 03:48:14"
"456","52","104.89","6832","Returned","1973-01-12 23:34:59"
"457","33","371.06","8986","Ordered","1984-08-07 05:02:08"
"458","33","450.77","5066","Returned","2003-08-02 14:09:15"
"459","41","346.20","7780","Ordered","1996-10-04 01:58:39"
"460","91","156.40","2190","Ordered","2012-09-21 12:02:22"
"461","22","296.30","8750","Returned","1979-03-13 22:21:25"
