,Buyer_ID,Personal_Order_Number,Personal_Purchase_Number,Product_ID,Seller_ID,Quantity,Price,Fullfill_Date,Sell_Time
67,294,12,[1 2 3 4 5 6 7 8 9],2762,194,224,291.12,2009-08-03,03:29:40
68,7,12,[1 2],2670,46,54,745.95,2009-08-03,03:29:40
69,128,13,[1 2 3 4],870,447,221,2106.29,2011-11-30,10:53:29
70,4,14,[1 2 3 4 5 6 7 8 9],625,440,26,35.7,2013-09-15,01:10:42
71,321,14,[1 2 3 4 5],231,70,211,12.14,2013-09-15,01:10:42
72,433,14,[1 2],1128,98,235,17.03,2013-09-15,01:10:42
73,267,14,[1 2 3 4],2904,197,52,8.53,2013-09-15,01:10:42
74,162,14,[ 1  2  3  4  5  6  7  8  9 10 11 12],2241,202,98,217.46,2013-09-15,01:10:42
75,155,14,[1 2 3 4 5 6 7 8 9],424,336,118,13.76,2013-09-15,01:10:42
76,60,14,[1 2],2122,211,84,392.62,2013-09-15,01:10:42
77,11,14,[1 2],3094,56,22,29.05,2013-09-15,01:10:42
78,280,15,[1 2 3 4 5 6 7 8 9],1897,3,178,9.17,2013-09-15,01:10:42
79,147,15,[1 2 3 4 5],911,291,221,1841.53,2013-09-15,01:10:42
80,256,15,[1 2],1781,469,194,16.56,2013-09-15,01:10:42
81,358,15,[1 2 3 4],1130,322,39,1936.76,2013-09-15,01:10:42
82,201,15,[ 1  2  3  4  5  6  7  8  9 10 11 12],1010,310,56,33.0,2013-09-15,01:10:42
83,401,15,[1 2 3 4 5 6 7 8 9],1382,443,36,7.78,2013-09-15,01:10:42
84,457,15,[1 2],3232,342,187,38.39,2013-09-15,01:10:42
85,18,15,[1 2],307,12,83,171.23,2013-09-15,01:10:42
86,226,16,[1 2 3 4 5 6 7 8 9],3631,229,18,47.52,2013-09-15,01:10:42
87,210,16,[1 2 3 4 5],3608,207,212,158.16,2013-09-15,01:10:42
88,422,16,[1 2],1299,103,29,37.32,2013-09-15,01:10:42
89,426,16,[1 2 3 4],961,168,181,39.72,2013-09-15,01:10:42
90,336,16,[ 1  2  3  4  5  6  7  8  9 10 11 12],825,421,85,19.19,2013-09-15,01:10:42
91,116,16,[1 2 3 4 5 6 7 8 9],1942,407,209,116.9,2013-09-15,01:10:42
92,243,16,[1 2],1079,127,44,16.88,2013-09-15,01:10:42
93,33,16,[1 2],1432,268,6,12.7,2013-09-15,01:10:42
94,70,17,[1 2 3 4 5 6 7 8 9],1883,99,236,10.22,2013-09-15,01:10:42
95,245,17,[1 2 3 4 5],718,163,165,36.35,2013-09-15,01:10:42
96,82,17,[1 2],2835,140,125,129.59,2013-09-15,01:10:42
97,153,17,[1 2 3 4],2173,471,26,173.37,2013-09-15,01:10:42
98,386,17,[ 1  2  3  4  5  6  7  8  9 10 11 12],3331,338,149,1196.98,2013-09-15,01:10:42
99,50,17,[1 2 3 4 5 6 7 8 9],1461,92,205,16.86,2013-09-15,01:10:42
100,320,17,[1 2],1740,275,230,45.86,2013-09-15,01:10:42
101,497,17,[1 2],2337,111,249,567.67,2013-09-15,01:10:42
102,267,18,[1 2 3 4 5 6 7 8 9],1303,329,81,23.53,2013-09-15,01:10:42
103,340,18,[1 2 3 4 5],2090,413,209,26.0,2013-09-15,01:10:42
104,382,18,[1 2],1169,109,97,76.24,2013-09-15,01:10:42
105,418,18,[1 2 3 4],58,464,224,115.6,2013-09-15,01:10:42
106,176,18,[ 1  2  3  4  5  6  7  8  9 10 11 12],2278,388,48,443.26,2013-09-15,01:10:42
107,62,18,[1 2 3 4 5 6 7 8 9],2507,448,51,116.58,2013-09-15,01:10:42
108,83,18,[1 2],944,314,183,69.96,2013-09-15,01:10:42
109,427,18,[1 2],681,452,200,8.39,2013-09-15,01:10:42
110,82,19,[1 2 3 4 5 6 7 8 9],2039,139,160,32.58,2013-09-15,01:10:42
111,349,19,[1 2 3 4 5],1137,210,57,35.71,2013-09-15,01:10:42
112,196,19,[1 2],3061,300,196,24.14,2013-09-15,01:10:42
113,270,19,[1 2 3 4],1382,60,97,8.97,2013-09-15,01:10:42
114,290,19,[ 1  2  3  4  5  6  7  8  9 10 11 12],2590,460,23,54.49,2013-09-15,01:10:42
115,296,19,[1 2 3 4 5 6 7 8 9],775,46,60,21.46,2013-09-15,01:10:42
116,205,19,[1 2],227,357,24,11.46,2013-09-15,01:10:42
117,137,19,[1 2],721,473,200,32.63,2013-09-15,01:10:42
118,479,20,[1 2 3 4 5 6 7 8 9],134,196,70,156.18,2013-09-15,01:10:42
119,202,20,[1 2 3 4 5],261,95,247,6.47,2013-09-15,01:10:42
120,214,20,[1 2],1648,137,147,14.05,2013-09-15,01:10:42
121,413,20,[1 2 3 4],3164,254,152,166.23,2013-09-15,01:10:42
122,67,20,[ 1  2  3  4  5  6  7  8  9 10 11 12],1723,360,42,7.14,2013-09-15,01:10:42
123,334,20,[1 2 3 4 5 6 7 8 9],3202,85,103,18.15,2013-09-15,01:10:42
124,433,20,[1 2],379,403,141,40.69,2013-09-15,01:10:42
125,390,20,[1 2],1468,215,35,9.66,2013-09-15,01:10:42
126,272,21,[1 2 3 4 5 6 7 8 9],1246,415,183,15.18,2013-09-15,01:10:42
127,233,21,[1 2 3 4 5],3712,159,24,5.26,2013-09-15,01:10:42
128,477,21,[1 2],1987,413,155,51.83,2013-09-15,01:10:42
129,494,21,[1 2 3 4],2346,145,186,229.24,2013-09-15,01:10:42
130,65,21,[ 1  2  3  4  5  6  7  8  9 10 11 12],895,259,31,31.95,2013-09-15,01:10:42
131,328,21,[1 2 3 4 5 6 7 8 9],2230,149,9,684.33,2013-09-15,01:10:42
132,114,21,[1 2],2115,440,172,299.76,2013-09-15,01:10:42
133,0,21,[1 2],2693,179,75,37.37,2013-09-15,01:10:42
134,236,22,[1 2 3 4 5 6 7 8 9],895,485,123,30.62,2001-06-02,05:14:52
135,209,22,[1 2 3],2499,347,70,14.77,2001-06-02,05:14:52
136,245,22,[1 2 3 4 5 6 7 8 9],1360,30,116,96.45,2001-06-02,05:14:52
137,63,22,[1 2 3],3015,38,239,30.01,2001-06-02,05:14:52
138,269,22,[1 2 3],2996,136,205,195.52,2001-06-02,05:14:52
139,189,22,[1 2 3 4 5 6],565,304,191,39.09,2001-06-02,05:14:52
140,94,23,[1 2 3 4 5 6 7 8 9],3115,271,213,164.65,2001-06-02,05:14:52
141,286,23,[1 2 3],1630,57,160,19.27,2001-06-02,05:14:52
142,478,23,[1 2 3 4 5 6 7 8 9],31,424,101,60.06,2001-06-02,05:14:52
143,114,23,[1 2 3],2840,182,209,32.83,2001-06-02,05:14:52
144,278,23,[1 2 3],2522,46,219,784.91,2001-06-02,05:14:52
145,464,23,[1 2 3 4 5 6],3273,62,198,17.06,2001-06-02,05:14:52
146,53,24,[1 2 3 4 5 6 7 8 9],1085,241,120,103.75,2001-06-02,05:14:52
147,342,24,[1 2 3],784,10,38,8.01,2001-06-02,05:14:52
148,454,24,[1 2 3 4 5 6 7 8 9],3054,271,159,8.57,2001-06-02,05:14:52
149,351,24,[1 2 3],3109,440,36,12.17,2001-06-02,05:14:52
150,306,24,[1 2 3],3117,332,142,563.07,2001-06-02,05:14:52
151,287,24,[1 2 3 4 5 6],2961,340,135,15.07,2001-06-02,05:14:52
152,306,25,[1 2 3 4 5 6 7 8 9],1737,77,2,33.44,2001-06-02,05:14:52
153,190,25,[1 2 3],253,115,199,73.52,2001-06-02,05:14:52
154,443,25,[1 2 3 4 5 6 7 8 9],2952,383,240,66.78,2001-06-02,05:14:52
155,312,25,[1 2 3],2383,297,44,61.51,2001-06-02,05:14:52
156,204,25,[1 2 3],2441,442,113,13.99,2001-06-02,05:14:52
157,158,25,[1 2 3 4 5 6],1114,404,223,18.16,2001-06-02,05:14:52
158,497,26,[1 2 3 4 5 6 7 8 9],2386,196,94,88.03,2001-06-02,05:14:52
159,182,26,[1 2 3],1455,414,161,10.29,2001-06-02,05:14:52
160,18,26,[1 2 3 4 5 6 7 8 9],1077,47,40,14.55,2001-06-02,05:14:52
161,159,26,[1 2 3],1683,133,17,29.77,2001-06-02,05:14:52
162,479,26,[1 2 3],2070,238,27,88.97,2001-06-02,05:14:52
163,89,26,[1 2 3 4 5 6],2911,128,191,9.52,2001-06-02,05:14:52
164,54,27,[1 2 3 4 5 6 7 8 9],2868,482,242,18.71,2001-06-02,05:14:52
165,300,27,[1 2 3],498,169,164,63.98,2001-06-02,05:14:52
166,339,27,[1 2 3 4 5 6 7 8 9],2834,308,53,18.67,2001-06-02,05:14:52
167,470,27,[1 2 3],1224,483,90,1406.59,2001-06-02,05:14:52
168,252,27,[1 2 3],1924,47,227,23.94,2001-06-02,05:14:52
169,96,27,[1 2 3 4 5 6],1806,331,245,8.29,2001-06-02,05:14:52
170,418,28,[1 2 3 4 5 6 7 8 9],1800,482,58,109.62,2013-02-07,22:36:18
171,214,28,[1 2 3 4 5 6 7 8 9],1796,438,118,11.74,2013-02-07,22:36:18
172,28,28,[1],60,318,49,36.02,2013-02-07,22:36:18
173,159,29,[1 2 3 4 5 6 7 8 9],2763,370,118,10.36,2013-02-07,22:36:18
174,373,29,[1 2 3 4 5 6 7 8 9],3056,152,55,13.64,2013-02-07,22:36:18
175,109,29,[1],3599,480,232,5.59,2013-02-07,22:36:18
176,435,30,[1 2 3 4 5 6 7 8 9],1041,181,149,16.73,2013-02-07,22:36:18
177,341,30,[1 2 3 4 5 6 7 8 9],619,121,18,10.83,2013-02-07,22:36:18
178,130,30,[1],3338,134,211,9.73,2013-02-07,22:36:18
179,250,31,[ 1  2  3  4  5  6  7  8  9 10 11 12],171,120,196,8.88,2006-05-28,04:47:35
180,200,31,[1 2 3 4 5],497,141,228,12.65,2006-05-28,04:47:35
181,42,32,[ 1  2  3  4  5  6  7  8  9 10 11 12],2732,290,69,42.32,2006-05-28,04:47:35
182,310,32,[1 2 3 4 5],570,279,25,63.88,2006-05-28,04:47:35
183,432,33,[1 2 3 4 5],3607,239,89,9.82,2006-01-04,13:44:38
184,222,33,[1 2 3 4 5 6 7 8 9],1184,45,212,8.19,2006-01-04,13:44:38
185,287,34,[1 2 3 4 5],3400,448,197,48.45,2006-01-04,13:44:38
186,273,34,[1 2 3 4 5 6 7 8 9],496,263,40,15.06,2006-01-04,13:44:38
187,121,35,[1 2 3],3315,20,82,25.11,2009-05-02,14:38:17
188,69,35,[1 2 3 4 5 6 7 8],546,255,57,19.88,2009-05-02,14:38:17
189,441,35,[1],1698,421,130,23.58,2009-05-02,14:38:17
190,64,35,[1 2],3563,325,29,38.81,2009-05-02,14:38:17
191,316,35,[ 1  2  3  4  5  6  7  8  9 10 11 12],2921,117,240,15.24,2009-05-02,14:38:17
192,121,35,[1 2 3 4 5],2098,12,194,17.48,2009-05-02,14:38:17
193,120,35,[1 2 3 4 5],2156,90,85,277.28,2009-05-02,14:38:17
194,253,36,[1 2 3],1162,237,196,533.11,2009-05-02,14:38:17
195,77,36,[1 2 3 4 5 6 7 8],2935,45,175,59.07,2009-05-02,14:38:17
196,481,36,[1],2542,210,46,252.17,2009-05-02,14:38:17
197,34,36,[1 2],1586,395,214,16.9,2009-05-02,14:38:17
198,155,36,[ 1  2  3  4  5  6  7  8  9 10 11 12],375,320,122,11.21,2009-05-02,14:38:17
199,11,36,[1 2 3 4 5],1860,188,52,14.39,2009-05-02,14:38:17
200,115,36,[1 2 3 4 5],604,192,65,38.31,2009-05-02,14:38:17
201,444,37,[1 2 3],3126,499,187,36.15,2009-05-02,14:38:17
202,362,37,[1 2 3 4 5 6 7 8],1670,339,111,15.66,2009-05-02,14:38:17
203,126,37,[1],3196,263,60,66.43,2009-05-02,14:38:17
204,153,37,[1 2],1657,224,57,16.36,2009-05-02,14:38:17
205,314,37,[ 1  2  3  4  5  6  7  8  9 10 11 12],3555,302,182,19.21,2009-05-02,14:38:17
206,8,37,[1 2 3 4 5],560,209,79,1853.54,2009-05-02,14:38:17
207,396,37,[1 2 3 4 5],136,342,54,19.86,2009-05-02,14:38:17
208,303,38,[1 2 3],3610,432,76,7.56,2009-05-02,14:38:17
209,120,38,[1 2 3 4 5 6 7 8],2450,413,76,5.48,2009-05-02,14:38:17
210,455,38,[1],2346,49,55,208.87,2009-05-02,14:38:17
211,387,38,[1 2],275,296,70,14.95,2009-05-02,14:38:17
212,40,38,[ 1  2  3  4  5  6  7  8  9 10 11 12],427,320,243,9.63,2009-05-02,14:38:17
213,289,38,[1 2 3 4 5],1964,197,80,32.78,2009-05-02,14:38:17
214,186,38,[1 2 3 4 5],2290,69,156,1208.84,2009-05-02,14:38:17
215,36,39,[1 2 3],336,469,159,15.32,2009-05-02,14:38:17
216,310,39,[1 2 3 4 5 6 7 8],3626,398,196,24.12,2009-05-02,14:38:17
217,418,39,[1],2476,467,32,25.61,2009-05-02,14:38:17
218,136,39,[1 2],2689,440,68,39.97,2009-05-02,14:38:17
219,44,39,[ 1  2  3  4  5  6  7  8  9 10 11 12],3736,174,160,48.22,2009-05-02,14:38:17
220,165,39,[1 2 3 4 5],609,229,76,46.53,2009-05-02,14:38:17
221,454,39,[1 2 3 4 5],3667,49,248,17.61,2009-05-02,14:38:17
222,361,40,[1 2 3],3674,358,183,22.92,2009-05-02,14:38:17
223,186,40,[1 2 3 4 5 6 7 8],3130,359,146,6.5,2009-05-02,14:38:17
224,364,40,[1],1682,62,167,11.78,2009-05-02,14:38:17
225,303,40,[1 2],944,314,151,69.96,2009-05-02,14:38:17
226,342,40,[ 1  2  3  4  5  6  7  8  9 10 11 12],3336,359,6,53.62,2009-05-02,14:38:17
227,245,40,[1 2 3 4 5],1057,330,12,1385.87,2009-05-02,14:38:17
228,139,40,[1 2 3 4 5],2615,60,20,89.3,2009-05-02,14:38:17
229,360,41,[1 2 3],1065,437,144,11.77,2009-05-02,14:38:17
230,124,41,[1 2 3 4 5 6 7 8],2352,23,248,314.57,2009-05-02,14:38:17
231,171,41,[1],1348,285,240,104.05,2009-05-02,14:38:17
232,46,41,[1 2],3559,46,34,19.83,2009-05-02,14:38:17
233,456,41,[ 1  2  3  4  5  6  7  8  9 10 11 12],62,299,92,16.15,2009-05-02,14:38:17
234,483,41,[1 2 3 4 5],953,433,65,80.3,2009-05-02,14:38:17
235,386,41,[1 2 3 4 5],3165,452,146,116.2,2009-05-02,14:38:17
236,451,42,[1],573,25,138,7.29,2018-11-20,02:53:21
237,286,42,[1],2464,126,7,89.6,2018-11-20,02:53:21
238,256,42,[1],1497,418,26,8.39,2018-11-20,02:53:21
239,26,42,[1 2 3 4],479,259,113,56.27,2018-11-20,02:53:21
240,469,42,[1 2 3 4 5 6 7],1652,361,53,12.43,2018-11-20,02:53:21
241,146,42,[ 1  2  3  4  5  6  7  8  9 10],2492,177,247,18.56,2018-11-20,02:53:21
242,280,43,[1],985,197,93,19.02,2018-11-20,02:53:21
243,291,43,[1],679,169,239,16.14,2018-11-20,02:53:21
244,257,43,[1],1035,107,152,184.12,2018-11-20,02:53:21
245,377,43,[1 2 3 4],3467,50,118,21.62,2018-11-20,02:53:21
246,29,43,[1 2 3 4 5 6 7],2488,63,151,80.71,2018-11-20,02:53:21
247,425,43,[ 1  2  3  4  5  6  7  8  9 10],3564,420,15,17.48,2018-11-20,02:53:21
248,244,44,[1],1977,484,160,22.33,2018-11-20,02:53:21
249,180,44,[1],3597,187,76,22.8,2018-11-20,02:53:21
250,350,44,[1],309,340,34,10.83,2018-11-20,02:53:21
251,127,44,[1 2 3 4],2835,140,1,129.59,2018-11-20,02:53:21
252,427,44,[1 2 3 4 5 6 7],256,386,237,13.75,2018-11-20,02:53:21
253,124,44,[ 1  2  3  4  5  6  7  8  9 10],1606,400,203,15.04,2018-11-20,02:53:21
254,331,45,[1],248,305,20,79.66,2018-11-20,02:53:21
255,490,45,[1],1931,30,124,7.82,2018-11-20,02:53:21
256,315,45,[1],626,130,249,8.88,2018-11-20,02:53:21
257,378,45,[1 2 3 4],332,126,127,11.18,2018-11-20,02:53:21
258,307,45,[1 2 3 4 5 6 7],238,464,196,12.22,2018-11-20,02:53:21
259,201,45,[ 1  2  3  4  5  6  7  8  9 10],1106,318,247,43.35,2018-11-20,02:53:21
260,156,46,[1],1369,26,248,719.28,2018-11-20,02:53:21
261,36,46,[1],492,349,96,70.64,2018-11-20,02:53:21
262,151,46,[1],3756,59,120,41.71,2018-11-20,02:53:21
263,3,46,[1 2 3 4],2866,25,66,21.56,2018-11-20,02:53:21
264,238,46,[1 2 3 4 5 6 7],1951,229,224,73.22,2018-11-20,02:53:21
265,484,46,[ 1  2  3  4  5  6  7  8  9 10],136,463,48,21.69,2018-11-20,02:53:21
266,120,47,[1],2187,280,66,227.54,2018-11-20,02:53:21
267,205,47,[1],2839,371,185,217.78,2018-11-20,02:53:21
268,346,47,[1],1954,443,59,19.3,2018-11-20,02:53:21
269,148,47,[1 2 3 4],2202,10,147,38.8,2018-11-20,02:53:21
270,185,47,[1 2 3 4 5 6 7],1226,263,227,1641.2,2018-11-20,02:53:21
271,206,47,[ 1  2  3  4  5  6  7  8  9 10],2076,269,43,47.92,2018-11-20,02:53:21
272,191,48,[1 2 3],2396,334,47,208.48,2022-03-03,11:40:59
273,374,48,[1 2 3 4 5 6 7 8],3725,194,116,25.06,2022-03-03,11:40:59
274,484,48,[1],3354,460,1,49.47,2022-03-03,11:40:59
275,18,49,[1 2 3],2053,164,50,17.95,2022-03-03,11:40:59
276,158,49,[1 2 3 4 5 6 7 8],558,22,210,510.21,2022-03-03,11:40:59
277,452,49,[1],2202,297,166,34.71,2022-03-03,11:40:59
278,176,50,[1 2 3],296,394,69,8.55,2022-03-03,11:40:59
279,263,50,[1 2 3 4 5 6 7 8],825,273,66,20.55,2022-03-03,11:40:59
280,268,50,[1],2874,326,56,474.17,2022-03-03,11:40:59
281,454,51,[1 2 3 4 5 6],1010,310,72,33.0,2007-04-29,18:06:44
282,155,51,[1 2 3 4],2977,50,219,14.68,2007-04-29,18:06:44
283,64,51,[1 2 3 4 5],2875,308,239,165.18,2007-04-29,18:06:44
284,489,51,[1 2 3 4 5 6 7],1474,257,91,22.64,2007-04-29,18:06:44
285,47,51,[1],2030,231,224,25.22,2007-04-29,18:06:44
286,82,51,[1 2 3 4 5 6],527,462,233,22.9,2007-04-29,18:06:44
287,43,51,[1 2 3 4 5 6 7 8],3339,388,43,19.29,2007-04-29,18:06:44
288,222,52,[1 2 3 4 5 6],1704,394,209,17.83,2007-04-29,18:06:44
289,162,52,[1 2 3 4],660,40,195,8.92,2007-04-29,18:06:44
290,365,52,[1 2 3 4 5],1496,268,18,13.43,2007-04-29,18:06:44
291,412,52,[1 2 3 4 5 6 7],1344,121,156,15.22,2007-04-29,18:06:44
292,263,52,[1],2157,44,87,187.95,2007-04-29,18:06:44
293,25,52,[1 2 3 4 5 6],3022,387,202,41.43,2007-04-29,18:06:44
294,32,52,[1 2 3 4 5 6 7 8],1898,64,215,10.9,2007-04-29,18:06:44
295,347,53,[1 2 3 4 5 6],3529,100,112,38.79,2007-04-29,18:06:44
296,151,53,[1 2 3 4],2736,415,17,19.2,2007-04-29,18:06:44
297,140,53,[1 2 3 4 5],1791,241,210,31.88,2007-04-29,18:06:44
298,49,53,[1 2 3 4 5 6 7],1653,9,87,10.12,2007-04-29,18:06:44
299,247,53,[1],3755,16,69,13.93,2007-04-29,18:06:44
300,490,53,[1 2 3 4 5 6],2361,232,36,948.38,2007-04-29,18:06:44
301,159,53,[1 2 3 4 5 6 7 8],3403,424,93,17.5,2007-04-29,18:06:44
302,184,54,[1 2 3 4 5 6],1029,326,103,114.88,2007-04-29,18:06:44
303,71,54,[1 2 3 4],1808,22,202,23.76,2007-04-29,18:06:44
304,456,54,[1 2 3 4 5],3756,151,208,41.57,2007-04-29,18:06:44
305,52,54,[1 2 3 4 5 6 7],1228,278,53,83.98,2007-04-29,18:06:44
306,463,54,[1],1765,282,122,8.87,2007-04-29,18:06:44
307,278,54,[1 2 3 4 5 6],3417,107,47,31.71,2007-04-29,18:06:44
308,30,54,[1 2 3 4 5 6 7 8],3799,325,69,95.81,2007-04-29,18:06:44
309,176,55,[1 2 3 4 5 6],3693,255,128,122.31,2007-04-29,18:06:44
310,364,55,[1 2 3 4],3531,304,162,96.24,2007-04-29,18:06:44
311,256,55,[1 2 3 4 5],2421,272,187,569.77,2007-04-29,18:06:44
312,83,55,[1 2 3 4 5 6 7],3472,11,137,5.39,2007-04-29,18:06:44
313,18,55,[1],676,77,169,38.16,2007-04-29,18:06:44
314,476,55,[1 2 3 4 5 6],918,102,18,11.64,2007-04-29,18:06:44
315,467,55,[1 2 3 4 5 6 7 8],3157,335,5,27.01,2007-04-29,18:06:44
316,390,56,[1 2 3 4 5 6],1141,157,208,12.25,2007-04-29,18:06:44
317,29,56,[1 2 3 4],944,191,79,71.88,2007-04-29,18:06:44
318,440,56,[1 2 3 4 5],2042,227,57,12.46,2007-04-29,18:06:44
319,306,56,[1 2 3 4 5 6 7],2168,237,42,391.83,2007-04-29,18:06:44
320,196,56,[1],303,420,66,31.0,2007-04-29,18:06:44
321,299,56,[1 2 3 4 5 6],259,143,66,12.58,2007-04-29,18:06:44
322,178,56,[1 2 3 4 5 6 7 8],116,215,37,37.4,2007-04-29,18:06:44
323,272,57,[1 2 3 4 5 6],358,241,229,15.19,2007-04-29,18:06:44
324,5,57,[1 2 3 4],1424,331,59,16.86,2007-04-29,18:06:44
325,19,57,[1 2 3 4 5],351,108,86,34.26,2007-04-29,18:06:44
326,339,57,[1 2 3 4 5 6 7],2487,219,156,223.62,2007-04-29,18:06:44
327,297,57,[1],789,272,55,44.9,2007-04-29,18:06:44
